Recorded Date,Borough,Method of Killing,sum of method of killing,Month,Year
Jun-09,Redbridge,Blunt Implement,1,Jun,2009
Jun-09,Wandsworth,Other Methods Of Killing,2,Jun,2009
Jun-10,Brent,Knife or Sharp Implement,1,Jun,2010
Jun-10,Croydon,Knife or Sharp Implement,1,Jun,2010
Jun-10,Ealing,Shooting,1,Jun,2010
Jun-10,Greenwich,Other Methods Of Killing,1,Jun,2010
Jun-10,Hammersmith & Fulham,Knife or Sharp Implement,1,Jun,2010
Jun-10,Lambeth,"Physical Assault, no weapon",1,Jun,2010
Jun-10,Newham,Shooting,1,Jun,2010
Jun-10,Southwark,Shooting,1,Jun,2010
Jun-11,Ealing,Knife or Sharp Implement,1,Jun,2011
Jun-11,Hammersmith & Fulham,Knife or Sharp Implement,1,Jun,2011
Jun-11,Haringey,"Physical Assault, no weapon",1,Jun,2011
Jun-11,Islington,Knife or Sharp Implement,1,Jun,2011
Jun-11,Islington,"Physical Assault, no weapon",1,Jun,2011
Jun-11,Lambeth,Shooting,3,Jun,2011
Jun-11,Lewisham,"Physical Assault, no weapon",1,Jun,2011
Jun-11,Wandsworth,Knife or Sharp Implement,1,Jun,2011
Jun-12,Bromley,"Physical Assault, no weapon",1,Jun,2012
Jun-12,Ealing,Knife or Sharp Implement,1,Jun,2012
Jun-12,Ealing,Other Methods Of Killing,1,Jun,2012
Jun-12,Ealing,"Physical Assault, no weapon",1,Jun,2012
Jun-12,Ealing,Shooting,1,Jun,2012
Jun-12,Greenwich,Knife or Sharp Implement,1,Jun,2012
Jun-12,Islington,Knife or Sharp Implement,1,Jun,2012
Jun-12,Lewisham,Shooting,1,Jun,2012
Jun-12,Sutton,Knife or Sharp Implement,1,Jun,2012
Jun-12,Waltham Forest,Knife or Sharp Implement,1,Jun,2012
Jun-12,Westminster,"Physical Assault, no weapon",2,Jun,2012
Jun-13,Barking & Dagenham,Shooting,1,Jun,2013
Jun-13,Croydon,Other Methods Of Killing,1,Jun,2013
Jun-13,Ealing,Knife or Sharp Implement,1,Jun,2013
Jun-13,Ealing,Other Methods Of Killing,1,Jun,2013
Jun-13,Greenwich,Knife or Sharp Implement,1,Jun,2013
Jun-13,Islington,Knife or Sharp Implement,1,Jun,2013
Jun-13,Islington,Other Methods Of Killing,1,Jun,2013
Jun-13,Kingston Upon Thames,Knife or Sharp Implement,1,Jun,2013
Jun-13,Newham,Knife or Sharp Implement,1,Jun,2013
Jun-13,Newham,"Physical Assault, no weapon",1,Jun,2013
Jun-14,Barking & Dagenham,Other Methods Of Killing,1,Jun,2014
Jun-14,Bexley,"Physical Assault, no weapon",1,Jun,2014
Jun-14,Brent,Knife or Sharp Implement,1,Jun,2014
Jun-14,Camden,Knife or Sharp Implement,1,Jun,2014
Jun-14,Enfield,Knife or Sharp Implement,1,Jun,2014
Jun-14,Islington,Knife or Sharp Implement,1,Jun,2014
Jun-14,Lambeth,"Physical Assault, no weapon",1,Jun,2014
Jun-14,Lewisham,Knife or Sharp Implement,1,Jun,2014
Jun-15,Bexley,Blunt Implement,1,Jun,2015
Jun-15,Brent,Knife or Sharp Implement,1,Jun,2015
Jun-15,Ealing,Other Methods Of Killing,1,Jun,2015
Jun-15,Greenwich,Knife or Sharp Implement,1,Jun,2015
Jun-15,Haringey,Knife or Sharp Implement,1,Jun,2015
Jun-15,Islington,Knife or Sharp Implement,1,Jun,2015
Jun-15,Lambeth,Shooting,1,Jun,2015
Jun-15,Lewisham,Knife or Sharp Implement,1,Jun,2015
Jun-15,Newham,Knife or Sharp Implement,1,Jun,2015
Jun-15,Southwark,"Physical Assault, no weapon",2,Jun,2015
Jun-15,Wandsworth,Knife or Sharp Implement,1,Jun,2015
Jun-16,Barking & Dagenham,"Physical Assault, no weapon",1,Jun,2016
Jun-16,Brent,Blunt Implement,1,Jun,2016
Jun-16,Hackney,Blunt Implement,1,Jun,2016
Jun-16,Hammersmith & Fulham,Knife or Sharp Implement,1,Jun,2016
Jun-16,Wandsworth,Knife or Sharp Implement,1,Jun,2016
Jun-17,Barnet,Other Methods Of Killing,1,Jun,2017
Jun-17,Croydon,Shooting,1,Jun,2017
Jun-17,Ealing,Knife or Sharp Implement,1,Jun,2017
Jun-17,Ealing,Not known/Not Recorded ,1,Jun,2017
Jun-17,Greenwich,Knife or Sharp Implement,1,Jun,2017
Jun-17,Haringey,Knife or Sharp Implement,1,Jun,2017
Jun-17,Islington,Knife or Sharp Implement,1,Jun,2017
Jun-17,Islington,Other Methods Of Killing,1,Jun,2017
Jun-17,Kingston Upon Thames,Knife or Sharp Implement,1,Jun,2017
Jun-17,Lewisham,Knife or Sharp Implement,1,Jun,2017
Jun-17,Newham,Knife or Sharp Implement,2,Jun,2017
Jun-17,Southwark,Knife or Sharp Implement,7,Jun,2017
Jun-17,Tower Hamlets,"Physical Assault, no weapon",1,Jun,2017
Jun-17,Westminster,"Physical Assault, no weapon",1,Jun,2017
Jun-18,Brent,Knife or Sharp Implement,1,Jun,2018
Jun-18,Ealing,Knife or Sharp Implement,1,Jun,2018
Jun-18,Enfield,Knife or Sharp Implement,1,Jun,2018
Jun-18,Greenwich,Knife or Sharp Implement,1,Jun,2018
Jun-18,Havering,Knife or Sharp Implement,1,Jun,2018
Jun-18,Southwark,Knife or Sharp Implement,1,Jun,2018
Jun-19,Barnet,Knife or Sharp Implement,1,Jun,2019
Jun-19,Croydon,Knife or Sharp Implement,1,Jun,2019
Jun-19,Greenwich,Shooting,1,Jun,2019
Jun-19,Hammersmith & Fulham,Knife or Sharp Implement,1,Jun,2019
Jun-19,Hammersmith & Fulham,Other Methods Of Killing,1,Jun,2019
Jun-19,Haringey,Knife or Sharp Implement,1,Jun,2019
Jun-19,Havering,"Physical Assault, no weapon",1,Jun,2019
Jun-19,Hounslow,Shooting,1,Jun,2019
Jun-19,Islington,"Physical Assault, no weapon",1,Jun,2019
Jun-19,Kensington & Chelsea,Other Methods Of Killing,1,Jun,2019
Jun-19,Lambeth,"Physical Assault, no weapon",1,Jun,2019
Jun-19,Lewisham,Not known/Not Recorded ,1,Jun,2019
Jun-19,Newham,Knife or Sharp Implement,2,Jun,2019
Jun-19,Redbridge,Other Methods Of Killing,1,Jun,2019
Jun-19,Southwark,Knife or Sharp Implement,1,Jun,2019
Jun-19,Tower Hamlets,Knife or Sharp Implement,1,Jun,2019
Jun-19,Wandsworth,Knife or Sharp Implement,1,Jun,2019
Jun-19,Wandsworth,Other Methods Of Killing,1,Jun,2019
Jun-20,Bexley,"Physical Assault, no weapon",1,Jun,2020
Jun-20,Brent,Knife or Sharp Implement,2,Jun,2020
Jun-20,Ealing,Shooting,2,Jun,2020
Jun-20,Hackney,Shooting,1,Jun,2020
Jun-20,Haringey,Knife or Sharp Implement,1,Jun,2020
Jun-20,Lewisham,Knife or Sharp Implement,1,Jun,2020
Jun-20,Merton,Knife or Sharp Implement,1,Jun,2020
Jun-21,Barnet,Knife or Sharp Implement,1,Jun,2021
Jun-21,Bexley,Not known/Not Recorded ,1,Jun,2021
Jun-21,Ealing,Knife or Sharp Implement,1,Jun,2021
Jun-21,Greenwich,Knife or Sharp Implement,1,Jun,2021
Jun-21,Hackney,Knife or Sharp Implement,1,Jun,2021
Jun-21,Hillingdon,Knife or Sharp Implement,1,Jun,2021
Jun-21,Islington,Shooting,1,Jun,2021
Jun-21,Lambeth,Knife or Sharp Implement,1,Jun,2021
Jun-21,Lewisham,Knife or Sharp Implement,3,Jun,2021
Jun-21,Southwark,Blunt Implement,1,Jun,2021
Jun-21,Wandsworth,Shooting,1,Jun,2021
Jun-22,Barnet,Knife or Sharp Implement,1,Jun,2022
Jun-22,Croydon,Knife or Sharp Implement,1,Jun,2022
Jun-22,Ealing,Blunt Implement,1,Jun,2022
Jun-22,Ealing,Knife or Sharp Implement,1,Jun,2022
Jun-22,Ealing,Not known/Not Recorded ,1,Jun,2022
Jun-22,Haringey,Knife or Sharp Implement,1,Jun,2022
Jun-22,Hounslow,Knife or Sharp Implement,1,Jun,2022
Jun-22,Islington,Knife or Sharp Implement,1,Jun,2022
Jun-22,Kingston Upon Thames,Other Methods Of Killing,1,Jun,2022
Jun-22,Redbridge,Knife or Sharp Implement,1,Jun,2022
Jun-22,Redbridge,"Physical Assault, no weapon",1,Jun,2022
Jun-22,Westminster,Knife or Sharp Implement,2,Jun,2022
Mar-03,Barnet,Other Methods Of Killing,1,Mar,2003
Mar-03,Bexley,Shooting,1,Mar,2003
Mar-03,Brent,Knife or Sharp Implement,1,Mar,2003
Mar-03,Ealing,Knife or Sharp Implement,1,Mar,2003
Mar-03,Ealing,Shooting,1,Mar,2003
Mar-03,Greenwich,Knife or Sharp Implement,2,Mar,2003
Mar-03,Haringey,Shooting,2,Mar,2003
Mar-03,Lambeth,Other Methods Of Killing,1,Mar,2003
Mar-03,Lambeth,Shooting,1,Mar,2003
Mar-03,Redbridge,Blunt Implement,1,Mar,2003
Mar-03,Redbridge,Shooting,1,Mar,2003
Mar-03,Southwark,Knife or Sharp Implement,2,Mar,2003
Mar-03,Southwark,Other Methods Of Killing,1,Mar,2003
Mar-03,Tower Hamlets,Knife or Sharp Implement,1,Mar,2003
Mar-03,Waltham Forest,Knife or Sharp Implement,1,Mar,2003
Mar-03,Waltham Forest,Shooting,1,Mar,2003
Mar-03,Westminster,"Physical Assault, no weapon",1,Mar,2003
Mar-04,Brent,Not known/Not Recorded ,1,Mar,2004
Mar-04,Ealing,Knife or Sharp Implement,1,Mar,2004
Mar-04,Ealing,Shooting,1,Mar,2004
Mar-04,Enfield,"Physical Assault, no weapon",1,Mar,2004
Mar-04,Greenwich,Knife or Sharp Implement,1,Mar,2004
Mar-04,Hackney,Other Methods Of Killing,1,Mar,2004
Mar-04,Haringey,Shooting,1,Mar,2004
Mar-04,Hillingdon,Knife or Sharp Implement,1,Mar,2004
Mar-04,Hillingdon,Other Methods Of Killing,1,Mar,2004
Mar-04,Lewisham,Knife or Sharp Implement,2,Mar,2004
Mar-04,Redbridge,Not known/Not Recorded ,1,Mar,2004
Mar-04,Southwark,Knife or Sharp Implement,1,Mar,2004
Mar-04,Southwark,Other Methods Of Killing,1,Mar,2004
Mar-04,Southwark,"Physical Assault, no weapon",1,Mar,2004
Mar-04,Westminster,Knife or Sharp Implement,1,Mar,2004
Mar-04,Westminster,Not known/Not Recorded ,1,Mar,2004
Mar-05,Barnet,Knife or Sharp Implement,1,Mar,2005
Mar-05,Barnet,Other Methods Of Killing,2,Mar,2005
Mar-05,Brent,Shooting,1,Mar,2005
Mar-05,Camden,Knife or Sharp Implement,2,Mar,2005
Mar-05,Ealing,Blunt Implement,1,Mar,2005
Mar-05,Ealing,Knife or Sharp Implement,2,Mar,2005
Mar-05,Ealing,Shooting,1,Mar,2005
Mar-05,Greenwich,Blunt Implement,1,Mar,2005
Mar-05,Greenwich,Knife or Sharp Implement,1,Mar,2005
Mar-05,Hounslow,Knife or Sharp Implement,2,Mar,2005
Mar-05,Lewisham,Shooting,1,Mar,2005
Mar-05,Southwark,Knife or Sharp Implement,1,Mar,2005
Mar-05,Waltham Forest,Knife or Sharp Implement,1,Mar,2005
Mar-05,Wandsworth,Other Methods Of Killing,1,Mar,2005
Mar-06,Camden,Not known/Not Recorded ,1,Mar,2006
Mar-06,Croydon,Shooting,2,Mar,2006
Mar-06,Ealing,Knife or Sharp Implement,1,Mar,2006
Mar-06,Greenwich,Knife or Sharp Implement,1,Mar,2006
Mar-06,Greenwich,Not known/Not Recorded ,1,Mar,2006
Mar-06,Hackney,Knife or Sharp Implement,1,Mar,2006
Mar-06,Havering,Other Methods Of Killing,1,Mar,2006
Mar-06,Newham,Knife or Sharp Implement,1,Mar,2006
Mar-06,Waltham Forest,Other Methods Of Killing,1,Mar,2006
Mar-06,Westminster,Other Methods Of Killing,1,Mar,2006
Mar-07,Greenwich,Shooting,1,Mar,2007
Mar-07,Hammersmith & Fulham,Knife or Sharp Implement,1,Mar,2007
Mar-07,Hammersmith & Fulham,Shooting,1,Mar,2007
Mar-07,Hillingdon,Knife or Sharp Implement,1,Mar,2007
Mar-07,Newham,Knife or Sharp Implement,2,Mar,2007
Mar-07,Redbridge,Knife or Sharp Implement,1,Mar,2007
Mar-07,Wandsworth,Other Methods Of Killing,1,Mar,2007
Mar-08,Brent,Blunt Implement,1,Mar,2008
Mar-08,Brent,"Physical Assault, no weapon",1,Mar,2008
Mar-08,Ealing,Shooting,1,Mar,2008
Mar-08,Enfield,Blunt Implement,1,Mar,2008
Mar-08,Enfield,Knife or Sharp Implement,1,Mar,2008
Mar-08,Hackney,Blunt Implement,1,Mar,2008
Mar-08,Hackney,Knife or Sharp Implement,3,Mar,2008
Mar-08,Harrow,Knife or Sharp Implement,1,Mar,2008
Mar-08,Islington,Other Methods Of Killing,1,Mar,2008
Mar-08,Lambeth,Knife or Sharp Implement,1,Mar,2008
Mar-08,Redbridge,Shooting,1,Mar,2008
Mar-08,Southwark,Knife or Sharp Implement,1,Mar,2008
Mar-08,Waltham Forest,Not known/Not Recorded ,1,Mar,2008
Mar-08,Westminster,Knife or Sharp Implement,1,Mar,2008
Mar-08,Westminster,Other Methods Of Killing,1,Mar,2008
Mar-09,Barking & Dagenham,Knife or Sharp Implement,1,Mar,2009
Mar-09,Bexley,Other Methods Of Killing,2,Mar,2009
Mar-09,Bromley,Knife or Sharp Implement,1,Mar,2009
Mar-09,Camden,"Physical Assault, no weapon",1,Mar,2009
Mar-09,Ealing,Knife or Sharp Implement,2,Mar,2009
Mar-09,Greenwich,Knife or Sharp Implement,2,Mar,2009
Mar-09,Greenwich,Shooting,1,Mar,2009
Mar-09,Haringey,Shooting,1,Mar,2009
Mar-09,Islington,Shooting,1,Mar,2009
Mar-09,Southwark,Blunt Implement,1,Mar,2009
Mar-09,Sutton,"Physical Assault, no weapon",1,Mar,2009
Mar-09,Waltham Forest,Knife or Sharp Implement,1,Mar,2009
Mar-09,Westminster,"Physical Assault, no weapon",1,Mar,2009
Mar-10,Camden,Other Methods Of Killing,1,Mar,2010
Mar-10,Ealing,Knife or Sharp Implement,1,Mar,2010
Mar-10,Hackney,Knife or Sharp Implement,1,Mar,2010
Mar-10,Hackney,Shooting,1,Mar,2010
Mar-10,Hammersmith & Fulham,Not known/Not Recorded ,1,Mar,2010
Mar-10,Harrow,Not known/Not Recorded ,1,Mar,2010
Mar-10,Islington,"Physical Assault, no weapon",1,Mar,2010
Mar-10,Lambeth,Shooting,1,Mar,2010
Mar-10,Redbridge,Knife or Sharp Implement,1,Mar,2010
Mar-10,Tower Hamlets,Blunt Implement,1,Mar,2010
Mar-10,Tower Hamlets,Other Methods Of Killing,1,Mar,2010
Mar-10,Tower Hamlets,"Physical Assault, no weapon",1,Mar,2010
Mar-10,Waltham Forest,Blunt Implement,1,Mar,2010
Mar-10,Waltham Forest,Knife or Sharp Implement,1,Mar,2010
Mar-11,Camden,Other Methods Of Killing,1,Mar,2011
Mar-11,Ealing,Knife or Sharp Implement,1,Mar,2011
Mar-11,Greenwich,Not known/Not Recorded ,1,Mar,2011
Mar-11,Hammersmith & Fulham,"Physical Assault, no weapon",1,Mar,2011
Mar-11,Lewisham,Other Methods Of Killing,1,Mar,2011
Mar-11,Sutton,Knife or Sharp Implement,1,Mar,2011
Mar-11,Tower Hamlets,Knife or Sharp Implement,1,Mar,2011
Mar-11,Tower Hamlets,Other Methods Of Killing,2,Mar,2011
Mar-11,Tower Hamlets,"Physical Assault, no weapon",1,Mar,2011
Mar-12,Croydon,Knife or Sharp Implement,1,Mar,2012
Mar-12,Ealing,Knife or Sharp Implement,1,Mar,2012
Mar-12,Hackney,Not known/Not Recorded ,1,Mar,2012
Mar-12,Haringey,Blunt Implement,1,Mar,2012
Mar-12,Lambeth,Knife or Sharp Implement,1,Mar,2012
Mar-12,Lewisham,Knife or Sharp Implement,1,Mar,2012
Mar-13,Barking & Dagenham,Knife or Sharp Implement,1,Mar,2013
Mar-13,Ealing,Knife or Sharp Implement,1,Mar,2013
Mar-13,Ealing,Not known/Not Recorded ,1,Mar,2013
Mar-13,Islington,"Physical Assault, no weapon",1,Mar,2013
Mar-13,Lambeth,Not known/Not Recorded ,1,Mar,2013
Mar-13,Westminster,Blunt Implement,1,Mar,2013
Mar-13,Westminster,Not known/Not Recorded ,1,Mar,2013
Mar-13,Westminster,Other Methods Of Killing,1,Mar,2013
Mar-14,Barking & Dagenham,Not known/Not Recorded ,1,Mar,2014
Mar-14,Bromley,"Physical Assault, no weapon",1,Mar,2014
Mar-14,Croydon,"Physical Assault, no weapon",1,Mar,2014
Mar-14,Ealing,Knife or Sharp Implement,3,Mar,2014
Mar-14,Hackney,Knife or Sharp Implement,2,Mar,2014
Mar-14,Hackney,Shooting,1,Mar,2014
Mar-14,Islington,"Physical Assault, no weapon",1,Mar,2014
Mar-14,Newham,Knife or Sharp Implement,1,Mar,2014
Mar-14,Waltham Forest,Knife or Sharp Implement,1,Mar,2014
Mar-15,Brent,Knife or Sharp Implement,1,Mar,2015
Mar-15,Ealing,Blunt Implement,1,Mar,2015
Mar-15,Ealing,"Physical Assault, no weapon",1,Mar,2015
Mar-15,Hammersmith & Fulham,Other Methods Of Killing,1,Mar,2015
Mar-15,Haringey,Knife or Sharp Implement,1,Mar,2015
Mar-15,Hillingdon,Knife or Sharp Implement,1,Mar,2015
Mar-15,Kensington & Chelsea,Knife or Sharp Implement,2,Mar,2015
Mar-16,Barnet,Knife or Sharp Implement,1,Mar,2016
Mar-16,Brent,Shooting,1,Mar,2016
Mar-16,Camden,Other Methods Of Killing,1,Mar,2016
Mar-16,Croydon,Knife or Sharp Implement,1,Mar,2016
Mar-16,Ealing,Knife or Sharp Implement,3,Mar,2016
Mar-16,Enfield,Knife or Sharp Implement,1,Mar,2016
Mar-16,Havering,Other Methods Of Killing,1,Mar,2016
Mar-16,Lambeth,Other Methods Of Killing,1,Mar,2016
Mar-16,Newham,Knife or Sharp Implement,1,Mar,2016
Mar-17,Barking & Dagenham,Shooting,1,Mar,2017
Mar-17,Croydon,Knife or Sharp Implement,1,Mar,2017
Mar-17,Ealing,Knife or Sharp Implement,1,Mar,2017
Mar-17,Ealing,Shooting,1,Mar,2017
Mar-17,Hackney,Blunt Implement,1,Mar,2017
Mar-17,Islington,Knife or Sharp Implement,1,Mar,2017
Mar-17,Wandsworth,Knife or Sharp Implement,1,Mar,2017
Mar-17,Westminster,Knife or Sharp Implement,1,Mar,2017
Mar-17,Westminster,Other Methods Of Killing,3,Mar,2017
Mar-18,Barking & Dagenham,Knife or Sharp Implement,1,Mar,2018
Mar-18,Croydon,Knife or Sharp Implement,1,Mar,2018
Mar-18,Ealing,Knife or Sharp Implement,2,Mar,2018
Mar-18,Enfield,Shooting,1,Mar,2018
Mar-18,Greenwich,Knife or Sharp Implement,1,Mar,2018
Mar-18,Hackney,Knife or Sharp Implement,1,Mar,2018
Mar-18,Hackney,Shooting,1,Mar,2018
Mar-18,Hammersmith & Fulham,Knife or Sharp Implement,1,Mar,2018
Mar-18,Haringey,Knife or Sharp Implement,1,Mar,2018
Mar-18,Haringey,Shooting,1,Mar,2018
Mar-18,Kingston Upon Thames,"Physical Assault, no weapon",1,Mar,2018
Mar-18,Lewisham,"Physical Assault, no weapon",1,Mar,2018
Mar-18,Newham,Knife or Sharp Implement,1,Mar,2018
Mar-18,Richmond Upon Thames,Knife or Sharp Implement,1,Mar,2018
Mar-18,Waltham Forest,Knife or Sharp Implement,1,Mar,2018
Mar-18,Waltham Forest,Shooting,1,Mar,2018
Mar-18,Wandsworth,Knife or Sharp Implement,1,Mar,2018
Mar-19,Barnet,Knife or Sharp Implement,1,Mar,2019
Mar-19,Croydon,"Physical Assault, no weapon",1,Mar,2019
Mar-19,Hammersmith & Fulham,Knife or Sharp Implement,2,Mar,2019
Mar-19,Harrow,Knife or Sharp Implement,1,Mar,2019
Mar-19,Havering,Knife or Sharp Implement,1,Mar,2019
Mar-19,Hounslow,Knife or Sharp Implement,1,Mar,2019
Mar-19,Kensington & Chelsea,Not known/Not Recorded ,1,Mar,2019
Mar-19,Lambeth,Knife or Sharp Implement,1,Mar,2019
Mar-19,Lambeth,Shooting,1,Mar,2019
Mar-19,Richmond Upon Thames,"Physical Assault, no weapon",1,Mar,2019
Mar-19,Waltham Forest,Knife or Sharp Implement,1,Mar,2019
Mar-19,Wandsworth,"Physical Assault, no weapon",1,Mar,2019
Mar-19,Westminster,Knife or Sharp Implement,2,Mar,2019
Mar-20,Barnet,Knife or Sharp Implement,1,Mar,2020
Mar-20,Croydon,Knife or Sharp Implement,1,Mar,2020
Mar-20,Ealing,Blunt Implement,1,Mar,2020
Mar-20,Ealing,Knife or Sharp Implement,1,Mar,2020
Mar-20,Enfield,Shooting,1,Mar,2020
Mar-20,Greenwich,Knife or Sharp Implement,1,Mar,2020
Mar-20,Hackney,Blunt Implement,1,Mar,2020
Mar-20,Hillingdon,"Physical Assault, no weapon",1,Mar,2020
Mar-20,Lewisham,Knife or Sharp Implement,1,Mar,2020
Mar-20,Newham,Blunt Implement,2,Mar,2020
Mar-20,Newham,Knife or Sharp Implement,1,Mar,2020
Mar-20,Redbridge,Knife or Sharp Implement,1,Mar,2020
Mar-21,Croydon,Knife or Sharp Implement,2,Mar,2021
Mar-21,Greenwich,Knife or Sharp Implement,1,Mar,2021
Mar-21,Greenwich,Other Methods Of Killing,2,Mar,2021
Mar-21,Haringey,Knife or Sharp Implement,1,Mar,2021
Mar-21,Hounslow,Knife or Sharp Implement,1,Mar,2021
Mar-21,Lambeth,Not known/Not Recorded ,1,Mar,2021
Mar-21,Newham,Blunt Implement,1,Mar,2021
Mar-21,Waltham Forest,Knife or Sharp Implement,1,Mar,2021
Mar-22,Barking & Dagenham,Knife or Sharp Implement,1,Mar,2022
Mar-22,Barking & Dagenham,Other Methods Of Killing,1,Mar,2022
Mar-22,Ealing,Knife or Sharp Implement,1,Mar,2022
Mar-22,Hounslow,"Physical Assault, no weapon",1,Mar,2022
Mar-22,Islington,Knife or Sharp Implement,1,Mar,2022
Mar-22,Redbridge,Knife or Sharp Implement,1,Mar,2022
Mar-22,Richmond Upon Thames,Knife or Sharp Implement,1,Mar,2022
Mar-22,Tower Hamlets,Knife or Sharp Implement,1,Mar,2022
May-03,Brent,Knife or Sharp Implement,1,May,2003
May-03,Croydon,Other Methods Of Killing,1,May,2003
May-03,Ealing,Knife or Sharp Implement,1,May,2003
May-03,Ealing,Other Methods Of Killing,1,May,2003
May-03,Greenwich,Knife or Sharp Implement,1,May,2003
May-03,Hackney,Not known/Not Recorded ,1,May,2003
May-03,Haringey,Other Methods Of Killing,1,May,2003
May-03,Hillingdon,"Physical Assault, no weapon",1,May,2003
May-03,Hounslow,Not known/Not Recorded ,1,May,2003
May-03,Kensington & Chelsea,Blunt Implement,1,May,2003
May-03,Lewisham,Blunt Implement,1,May,2003
May-03,Southwark,"Physical Assault, no weapon",1,May,2003
May-03,Southwark,Shooting,2,May,2003
May-03,Tower Hamlets,Knife or Sharp Implement,1,May,2003
May-03,Tower Hamlets,"Physical Assault, no weapon",1,May,2003
May-04,Brent,Other Methods Of Killing,2,May,2004
May-04,Brent,Shooting,1,May,2004
May-04,Bromley,Knife or Sharp Implement,1,May,2004
May-04,Camden,Knife or Sharp Implement,1,May,2004
May-04,Ealing,Blunt Implement,1,May,2004
May-04,Ealing,Knife or Sharp Implement,1,May,2004
May-04,Hammersmith & Fulham,Knife or Sharp Implement,1,May,2004
May-04,Islington,Knife or Sharp Implement,1,May,2004
May-04,Lambeth,Knife or Sharp Implement,1,May,2004
May-04,Newham,Not known/Not Recorded ,1,May,2004
May-04,Redbridge,Knife or Sharp Implement,1,May,2004
May-04,Sutton,Knife or Sharp Implement,1,May,2004
May-04,Waltham Forest,Knife or Sharp Implement,1,May,2004
May-04,Waltham Forest,Other Methods Of Killing,1,May,2004
May-05,Ealing,Knife or Sharp Implement,1,May,2005
May-05,Hackney,Knife or Sharp Implement,1,May,2005
May-05,Haringey,Shooting,1,May,2005
May-05,Kingston Upon Thames,Other Methods Of Killing,1,May,2005
May-05,Newham,Knife or Sharp Implement,2,May,2005
May-05,Waltham Forest,Knife or Sharp Implement,1,May,2005
May-05,Westminster,Other Methods Of Killing,1,May,2005
May-06,Barnet,Knife or Sharp Implement,1,May,2006
May-06,Brent,Knife or Sharp Implement,1,May,2006
May-06,Bromley,Knife or Sharp Implement,1,May,2006
May-06,Ealing,Knife or Sharp Implement,3,May,2006
May-06,Hammersmith & Fulham,Not known/Not Recorded ,1,May,2006
May-06,Havering,Shooting,1,May,2006
May-06,Hillingdon,Knife or Sharp Implement,1,May,2006
May-06,Hounslow,Other Methods Of Killing,1,May,2006
May-06,Kingston Upon Thames,"Physical Assault, no weapon",1,May,2006
May-06,Lambeth,Knife or Sharp Implement,1,May,2006
May-06,Lambeth,Other Methods Of Killing,1,May,2006
May-06,Wandsworth,Knife or Sharp Implement,1,May,2006
May-07,Bromley,Other Methods Of Killing,1,May,2007
May-07,Croydon,Knife or Sharp Implement,1,May,2007
May-07,Croydon,"Physical Assault, no weapon",2,May,2007
May-07,Ealing,Knife or Sharp Implement,1,May,2007
May-07,Enfield,Knife or Sharp Implement,1,May,2007
May-07,Havering,Other Methods Of Killing,1,May,2007
May-07,Hillingdon,Other Methods Of Killing,1,May,2007
May-07,Islington,Knife or Sharp Implement,1,May,2007
May-07,Lewisham,Shooting,1,May,2007
May-07,Westminster,Other Methods Of Killing,1,May,2007
May-08,Barnet,Knife or Sharp Implement,1,May,2008
May-08,Bexley,Knife or Sharp Implement,1,May,2008
May-08,Brent,Knife or Sharp Implement,1,May,2008
May-08,Camden,Shooting,1,May,2008
May-08,Ealing,Other Methods Of Killing,1,May,2008
May-08,Ealing,"Physical Assault, no weapon",1,May,2008
May-08,Greenwich,Other Methods Of Killing,2,May,2008
May-08,Haringey,Knife or Sharp Implement,1,May,2008
May-08,Haringey,"Physical Assault, no weapon",1,May,2008
May-08,Haringey,Shooting,1,May,2008
May-08,Lewisham,Blunt Implement,1,May,2008
May-08,Southwark,Knife or Sharp Implement,2,May,2008
May-08,Sutton,Knife or Sharp Implement,2,May,2008
May-08,Westminster,Knife or Sharp Implement,1,May,2008
May-09,Brent,Other Methods Of Killing,1,May,2009
May-09,Ealing,Knife or Sharp Implement,1,May,2009
May-09,Ealing,Shooting,1,May,2009
May-09,Greenwich,Knife or Sharp Implement,1,May,2009
May-09,Hackney,Knife or Sharp Implement,1,May,2009
May-09,Haringey,Other Methods Of Killing,1,May,2009
May-09,Hillingdon,Knife or Sharp Implement,1,May,2009
May-09,Lewisham,Knife or Sharp Implement,2,May,2009
May-09,Waltham Forest,"Physical Assault, no weapon",1,May,2009
May-09,Wandsworth,"Physical Assault, no weapon",1,May,2009
May-09,Wandsworth,Shooting,1,May,2009
May-10,Ealing,Knife or Sharp Implement,1,May,2010
May-10,Greenwich,Knife or Sharp Implement,1,May,2010
May-10,Haringey,Shooting,1,May,2010
May-10,Islington,Knife or Sharp Implement,1,May,2010
May-10,Lewisham,Knife or Sharp Implement,1,May,2010
May-10,Lewisham,Shooting,2,May,2010
May-10,Newham,"Physical Assault, no weapon",1,May,2010
May-10,Newham,Shooting,1,May,2010
May-10,Sutton,Knife or Sharp Implement,1,May,2010
May-10,Westminster,Shooting,1,May,2010
May-11,Camden,Knife or Sharp Implement,1,May,2011
May-11,Ealing,Knife or Sharp Implement,2,May,2011
May-11,Hammersmith & Fulham,Shooting,1,May,2011
May-11,Haringey,Knife or Sharp Implement,1,May,2011
May-11,Lambeth,Blunt Implement,1,May,2011
May-11,Lambeth,Knife or Sharp Implement,1,May,2011
May-11,Lewisham,Knife or Sharp Implement,1,May,2011
May-11,Tower Hamlets,Shooting,1,May,2011
